Word,Term Frequency
bgp,0.021313614615050023
detection,0.01478903871248369
events,0.013919095258808177
event,0.013484123531970421
abnormal,0.012614180078294911
routing,0.011309264897781644
data,0.010004349717268378
worm,0.009569377990430622
different,0.0078294910830796
bins,0.0078294910830796
internet,0.0078294910830796
anomaly,0.007394519356241845
framework,0.007394519356241845
system,0.006959547629404089
table,0.006524575902566333
cable,0.006089604175728578
traffic,0.006089604175728578
algorithms,0.005654632448890822
figure,0.005654632448890822
network,0.005654632448890822
detect,0.005219660722053067
mining,0.005219660722053067
time,0.005219660722053067
slammer,0.005219660722053067
number,0.004784688995215311
features,0.004349717268377556
pp,0.004349717268377556
prefixes,0.004349717268377556
blackout,0.004349717268377556
window,0.004349717268377556
one,0.0039147455415398
power,0.0039147455415398
use,0.0039147455415398
several,0.0039147455415398
learning,0.0039147455415398
training,0.0034797738147020443
announcements,0.0034797738147020443
model,0.0034797738147020443
type,0.0034797738147020443
types,0.0034797738147020443
prefix,0.0034797738147020443
used,0.0034797738147020443
cuts,0.0034797738147020443
global,0.003044802087864289
path,0.003044802087864289
second,0.003044802087864289
leak,0.003044802087864289
moscow,0.003044802087864289
messages,0.003044802087864289
classification,0.003044802087864289
