Word,TF-IDF Value
failures,0.008722035779135903
data,0.00867660515925006
abnormal,0.008640362258187548
oracledatabase,0.008176908542939908
adaboost,0.008176908542939908
anomaly,0.006266580791509358
lr,0.005616235467821907
detection,0.005348036482045856
algorithms,0.0049408446045729505
learning,0.004217794174635445
ig,0.004136334194995572
normal,0.004054846394506055
machine,0.003987179002026161
precision,0.00395388283673146
oracle,0.0038158906533719574
cv,0.0038158906533719574
class,0.003735760554677109
rf,0.0036862239950055044
recall,0.0036767415066627307
svm,0.0032963649980935106
instancethroughput,0.0032707634171759634
warning,0.0032707634171759634
values,0.0031929992726849863
feature,0.0031929992726849863
database,0.002987352474163469
scikit,0.0029489791960044037
prediction,0.002928831148833347
different,0.002892201719750019
features,0.002808100628945171
host,0.0027256361809799693
hourly,0.0027256361809799693
rdbms,0.0027256361809799693
forest,0.0026034054656296412
detecting,0.0025921086774562648
target,0.002580356796503853
table,0.002530676504781267
situation,0.0022117343970033026
warnings,0.0021805089447839757
boosting,0.0021805089447839757
clean,0.0021805089447839757
eskin,0.0021805089447839757
intrusions,0.0021805089447839757
logs,0.0021805089447839757
nb,0.0021727670344017466
algorithm,0.002169151289812515
value,0.0021654264550533945
intrusion,0.002160090564546887
services,0.002160090564546887
companies,0.002052344403026733
instances,0.0019704137634381867
